,id,specialty,procedure_code
299614,18497,Emergency Medicine,31500
430682,26470,Unknown,76000
37475,2294,Unknown,82607
37476,2294,Unknown,82728
37477,2294,Unknown,82746
430686,26470,Unknown,77001
37481,2294,Unknown,83550
37482,2294,Unknown,83690
37483,2294,Unknown,83735
37484,2294,Unknown,83970
299625,18498,Unknown,93229
37486,2294,Unknown,84132
37487,2294,Unknown,84153
561773,34413,Diagnostic Radiology,38792
37489,2294,Unknown,84403
561774,34413,Diagnostic Radiology,78014
561775,34413,Diagnostic Radiology,78071
37492,2294,Unknown,84450
37493,2294,Unknown,84460
37494,2294,Unknown,84484
37495,2294,Unknown,84520
37496,2294,Unknown,84550
561778,34413,Diagnostic Radiology,78226
561779,34413,Diagnostic Radiology,78264
37499,2294,Unknown,85652
37500,2294,Unknown,86140
37501,2294,Unknown,86803
561781,34413,Diagnostic Radiology,78315
37503,2294,Unknown,87880
561783,34413,Diagnostic Radiology,78472
299649,18501,Unknown,90791
561785,34413,Diagnostic Radiology,78815
561786,34413,Diagnostic Radiology,79005
561791,34414,Unknown,76000
37515,2294,Unknown,99496
299659,18502,Allergy/Immunology,95004
299660,18502,Allergy/Immunology,95024
37518,2294,Unknown,G0103
37519,2294,Unknown,G0434
299661,18502,Allergy/Immunology,95115
299662,18502,Allergy/Immunology,95117
37522,2294,Unknown,G0444
37523,2294,Unknown,J0696
299663,18502,Allergy/Immunology,95165
430740,26477,Family Practice,20550
528490,32368,Internal Medicine,Q2035
561815,34414,Unknown,99356
299672,18504,Unknown,35301
37531,2295,Diagnostic Radiology,70543
528491,32369,Otolaryngology,30901
450338,27650,Cardiology,36251
299688,18506,Dermatology,11603
430760,26477,Family Practice,G0434
299690,18506,Dermatology,13101
430761,26477,Family Practice,G0454
299692,18506,Dermatology,14021
430762,26477,Family Practice,J0696
430763,26477,Family Practice,J1000
430765,26477,Family Practice,J1580
430766,26477,Family Practice,J1885
430768,26477,Family Practice,Q2035
299699,18506,Dermatology,29580
168628,10333,Unknown,29824
299700,18506,Dermatology,87220
168630,10333,Unknown,29827
168631,10333,Unknown,29881
299702,18506,Dermatology,96567
168633,10333,Unknown,73060
430776,26478,Unknown,G0436
430777,26479,Obstetrics/Gynecology,76801
299708,18506,Dermatology,J7308
430778,26479,Obstetrics/Gynecology,76805
450343,27650,Cardiology,92920
528498,32370,Psychiatry,90833
561847,34415,Cardiology,Q2036
561848,34416,Unknown,36410
430786,26480,Unknown,82270
528499,32370,Psychiatry,90836
561856,34417,Unknown,99354
561860,34418,Unknown,96360
561861,34418,Unknown,96361
561863,34418,Unknown,96367
168648,10333,Unknown,J7321
561869,34418,Unknown,96523
561870,34418,Unknown,99195
430800,26480,Unknown,G0402
430803,26481,Cardiology,36475
430804,26481,Cardiology,37186
561877,34418,Unknown,J0885
430806,26481,Cardiology,37221
561879,34418,Unknown,J1200
561880,34418,Unknown,J2405
561881,34418,Unknown,J2469
561882,34418,Unknown,J2505
299740,18512,Gastroenterology,43242
430812,26481,Cardiology,37241
561885,34418,Unknown,J9045
430818,26481,Cardiology,75896
430826,26481,Cardiology,93229
299755,18512,Gastroenterology,G0121
299756,18513,Psychiatry,90792
168686,10336,Cardiology,84550
299763,18514,Radiation Oncology,77280
299764,18514,Radiation Oncology,77290
299766,18514,Radiation Oncology,77300
299767,18514,Radiation Oncology,77332
299768,18514,Radiation Oncology,77334
299770,18514,Radiation Oncology,77427
37627,2299,Unknown,38220
37628,2299,Unknown,38221
430843,26481,Cardiology,J1245
561915,34420,Cardiology,A9555
37631,2299,Unknown,77075
168704,10336,Cardiology,G0103
37633,2299,Unknown,84520
168705,10336,Cardiology,J0151
299778,18516,Unknown,76376
168709,10337,Physical Medicine and Rehabilitation,64483
168710,10337,Physical Medicine and Rehabilitation,64484
299784,18516,Unknown,A9579
528513,32372,General Practice,51702
168716,10337,Physical Medicine and Rehabilitation,99144
299792,18517,Family Practice,82042
299795,18517,Family Practice,84153
37653,2301,Unknown,31500
561943,34421,Unknown,G0166
430873,26482,Cardiology,93352
561945,34422,Ophthalmology,67820
168739,10343,Unknown,31622
37668,2304,Urology,50605
37669,2304,Urology,51595
37670,2304,Urology,51741
299813,18519,General Surgery,36820
37673,2304,Urology,52005
37674,2304,Urology,52224
37675,2304,Urology,52235
37677,2304,Urology,52332
37678,2304,Urology,55840
430893,26482,Cardiology,A9505
430896,26482,Cardiology,J1250
37683,2304,Urology,84153
37684,2304,Urology,84154
168755,10346,Unknown,36475
430899,26482,Cardiology,Q9957
430901,26483,Critical Care (Intensivists),31500
37694,2305,Radiation Oncology,77280
37695,2305,Radiation Oncology,77290
37697,2305,Radiation Oncology,77300
37698,2305,Radiation Oncology,77334
37699,2305,Radiation Oncology,77427
241957,14868,Cardiology,93653
561985,34423,Unknown,73060
168774,10346,Unknown,75571
561988,34423,Unknown,73090
168776,10346,Unknown,75574
561991,34423,Unknown,73140
561994,34423,Unknown,73520
299851,18525,Otolaryngology,30901
168780,10346,Unknown,76377
299852,18525,Otolaryngology,31231
299853,18525,Otolaryngology,31575
299855,18525,Otolaryngology,92557
168784,10346,Unknown,78812
299856,18525,Otolaryngology,92567
299857,18525,Otolaryngology,95117
476425,29292,Unknown,J0151
299864,18526,Unknown,0296T
299865,18526,Unknown,0298T
37722,2306,Internal Medicine,G0402
37723,2306,Internal Medicine,G0403
562015,34423,Unknown,78582
37728,2307,Unknown,76512
299872,18526,Unknown,93451
37730,2307,Unknown,83861
299875,18526,Unknown,93505
430947,26487,Cardiology,92937
37733,2307,Unknown,92025
37734,2307,Unknown,92071
168805,10346,Unknown,96360
476428,29293,Unknown,65430
562024,34424,Unknown,82607
562025,34424,Unknown,82746
37739,2307,Unknown,92136
37740,2307,Unknown,92285
37741,2307,Unknown,92286
299885,18527,Pathology,88173
562029,34424,Unknown,84153
168817,10346,Unknown,A9552
168818,10346,Unknown,A9555
168819,10346,Unknown,A9577
168820,10346,Unknown,G0288
299890,18527,Pathology,88312
168822,10346,Unknown,J7040
168823,10346,Unknown,Q9963
299891,18527,Pathology,88313
299892,18527,Pathology,88321
299895,18527,Pathology,G0462
299896,18528,Unknown,95819
299897,18528,Unknown,95834
299899,18528,Unknown,95913
562049,34424,Unknown,J0696
37764,2309,Anesthesiology,01480
37765,2309,Anesthesiology,01810
562055,34426,Cardiology,33225
562058,34426,Cardiology,33282
37773,2310,General Surgery,87880
37777,2310,General Surgery,90715
37778,2310,General Surgery,92567
562065,34426,Cardiology,93229
562072,34426,Cardiology,93285
168859,10348,Family Practice,J0696
299931,18529,Cardiology,99236
168861,10349,Unknown,36561
37790,2311,Dermatology,11200
37791,2311,Dermatology,11300
37792,2311,Dermatology,11301
37793,2311,Dermatology,11302
37794,2311,Dermatology,11310
37795,2311,Dermatology,11311
37796,2311,Dermatology,11400
37797,2311,Dermatology,11401
168862,10349,Unknown,49650
562083,34426,Cardiology,93613
37800,2311,Dermatology,11641
37801,2311,Dermatology,11642
37802,2311,Dermatology,12031
37803,2311,Dermatology,12032
37804,2311,Dermatology,12051
37805,2311,Dermatology,12052
424339,26070,Diagnostic Radiology,72052
37810,2311,Dermatology,40490
299954,18530,Unknown,73060
299956,18530,Unknown,73090
431032,26490,Internal Medicine,30901
37817,2311,Dermatology,Q0112
562105,34427,Unknown,01210
431035,26490,Internal Medicine,87880
431036,26490,Internal Medicine,92552
562107,34427,Unknown,01480
562108,34427,Unknown,01810
431039,26490,Internal Medicine,94664
431040,26490,Internal Medicine,96116
168897,10350,Diagnostic Radiology,74230
398292,24447,Unknown,J0696
431046,26490,Internal Medicine,G0402
562131,34429,Cardiology,78481
299990,18531,Unknown,74230
299996,18531,Unknown,76776
522516,31991,Urology,51797
300002,18532,Anesthesiology,64483
300003,18532,Anesthesiology,64484
562150,34430,Ophthalmology,11440
562151,34430,Ophthalmology,11441
476454,29296,Unknown,82465
562152,34430,Ophthalmology,65855
300010,18532,Anesthesiology,99144
300011,18532,Anesthesiology,99144
300012,18532,Anesthesiology,99145
562153,34430,Ophthalmology,66761
562154,34430,Ophthalmology,66761
562155,34430,Ophthalmology,66821
562156,34430,Ophthalmology,66821
37873,2314,General Surgery,47563
476456,29296,Unknown,84132
562159,34430,Ophthalmology,76512
562161,34430,Ophthalmology,76519
168950,10351,Cardiology,Q9969
562166,34430,Ophthalmology,92020
562167,34430,Ophthalmology,92025
562169,34430,Ophthalmology,92100
562172,34430,Ophthalmology,92283
562173,34430,Ophthalmology,92286
562178,34431,Family Practice,36471
37891,2314,General Surgery,G0121
37892,2315,Unknown,94762
168964,10354,Unknown,66821
37894,2315,Unknown,95811
168966,10354,Unknown,67228
168967,10354,Unknown,76519
431109,26494,Unknown,Q2036
562179,34431,Family Practice,36478
562186,34432,Diagnostic Radiology,19081
562187,34432,Diagnostic Radiology,19083
562188,34432,Diagnostic Radiology,19281
168974,10355,Unknown,35301
168975,10355,Unknown,36471
168976,10355,Unknown,36478
168977,10355,Unknown,37765
168978,10355,Unknown,37766
562189,34432,Diagnostic Radiology,38792
168992,10356,Unknown,99328
168995,10356,Unknown,99345
562211,34432,Diagnostic Radiology,73060
562213,34432,Diagnostic Radiology,73090
168998,10356,Unknown,99354
169003,10356,Unknown,G0181
169004,10356,Unknown,G0182
169005,10356,Unknown,J1080
300079,18538,Cardiology,33225
300082,18538,Cardiology,33282
169012,10358,Cardiology,75574
562235,34432,Diagnostic Radiology,78195
562236,34432,Diagnostic Radiology,78226
562237,34432,Diagnostic Radiology,78264
562238,34432,Diagnostic Radiology,78306
562239,34432,Diagnostic Radiology,78582
37952,2318,Unknown,93352
300097,18538,Cardiology,93650
522520,31991,Urology,74455
431175,26497,Cardiology,G0452
300105,18539,Unknown,36475
431178,26498,Allergy/Immunology,82785
431179,26498,Allergy/Immunology,86003
37964,2319,Unknown,76000
431182,26498,Allergy/Immunology,95024
431183,26498,Allergy/Immunology,95117
431184,26498,Allergy/Immunology,95165
562254,34435,Obstetrics/Gynecology,57150
169045,10361,Psychiatry,90792
431200,26499,Cardiology,93303
169058,10364,Unknown,93451
398324,24450,Anesthesiology,01480
562280,34439,Physical Medicine and Rehabilitation,20551
398325,24450,Anesthesiology,01810
562281,34439,Physical Medicine and Rehabilitation,20553
562282,34439,Physical Medicine and Rehabilitation,20605
562284,34439,Physical Medicine and Rehabilitation,64450
431213,26501,Psychiatry,90792
37999,2319,Unknown,Q2036
38003,2320,Pulmonary Disease,94726
300151,18539,Unknown,A9555
431223,26503,Unknown,64642
300153,18539,Unknown,J1245
431224,26503,Unknown,92540
431225,26503,Unknown,92541
431226,26503,Unknown,92542
431227,26503,Unknown,92543
431228,26503,Unknown,92546
431230,26503,Unknown,95873
431231,26503,Unknown,95938
431232,26503,Unknown,95939
431233,26503,Unknown,95961
431234,26503,Unknown,95962
431235,26503,Unknown,95970
431236,26503,Unknown,95978
562301,34439,Physical Medicine and Rehabilitation,82145
562302,34439,Physical Medicine and Rehabilitation,82491
169096,10369,Unknown,31575
38025,2323,Cardiology,82435
169098,10369,Unknown,95024
38027,2323,Cardiology,84132
169099,10369,Unknown,95117
169100,10369,Unknown,95165
38030,2323,Cardiology,84520
431241,26503,Unknown,G0453
169104,10370,Unknown,95819
38033,2323,Cardiology,85730
431242,26503,Unknown,J0585
562314,34439,Physical Medicine and Rehabilitation,95912
562315,34439,Physical Medicine and Rehabilitation,96103
562320,34439,Physical Medicine and Rehabilitation,G0431
562322,34439,Physical Medicine and Rehabilitation,J1885
562323,34439,Physical Medicine and Rehabilitation,J2550
169112,10371,Diagnostic Radiology,20220
562324,34439,Physical Medicine and Rehabilitation,J3360
169114,10371,Diagnostic Radiology,38221
562325,34439,Physical Medicine and Rehabilitation,J3411
169116,10371,Diagnostic Radiology,64479
169117,10371,Diagnostic Radiology,64483
169118,10371,Diagnostic Radiology,70355
562327,34439,Physical Medicine and Rehabilitation,J3490
562328,34440,Neurology,95816
562329,34440,Neurology,95819
562330,34440,Neurology,95822
562331,34440,Neurology,95951
169124,10371,Diagnostic Radiology,72052
169125,10371,Diagnostic Radiology,72069
169130,10371,Diagnostic Radiology,72114
169137,10371,Diagnostic Radiology,73060
169139,10371,Diagnostic Radiology,73090
300212,18545,Radiation Oncology,77014
300214,18545,Radiation Oncology,77280
300215,18545,Radiation Oncology,77290
169144,10371,Diagnostic Radiology,73140
300217,18545,Radiation Oncology,77300
300218,18545,Radiation Oncology,77301
300219,18545,Radiation Oncology,77315
300220,18545,Radiation Oncology,77334
169149,10371,Diagnostic Radiology,73520
300221,18545,Radiation Oncology,77338
300222,18545,Radiation Oncology,77414
300224,18545,Radiation Oncology,77427
300225,18545,Radiation Oncology,77435
169154,10371,Diagnostic Radiology,73565
38085,2325,Unknown,J1245
431302,26508,Ophthalmology,66821
431303,26508,Ophthalmology,66821
562375,34444,Internal Medicine,82962
431305,26508,Ophthalmology,66986
562376,34444,Internal Medicine,92540
562377,34444,Internal Medicine,92547
431309,26508,Ophthalmology,92020
562381,34444,Internal Medicine,97110
562382,34444,Internal Medicine,97140
169169,10371,Diagnostic Radiology,77075
169170,10371,Diagnostic Radiology,99144
169171,10371,Diagnostic Radiology,99145
169172,10371,Diagnostic Radiology,G0364
431313,26508,Ophthalmology,92136
38102,2327,Cardiology,93451
300248,18547,Cardiology,93314
562392,34444,Internal Medicine,J0696
38116,2328,Unknown,92136
169201,10375,Internal Medicine,82950
169203,10375,Internal Medicine,83880
169204,10375,Internal Medicine,85651
300277,18550,Unknown,J7325
169206,10375,Internal Medicine,93701
562423,34447,Cardiology,J1245
562424,34448,Orthopedic Surgery,27245
169209,10375,Internal Medicine,94760
169210,10375,Internal Medicine,95921
169211,10375,Internal Medicine,96116
38144,2330,Gastroenterology,G0121
38145,2331,Unknown,35475
38146,2331,Unknown,35476
431360,26511,Unknown,93451
38148,2331,Unknown,37187
300293,18553,Unknown,31575
169222,10376,Ophthalmology,65855
169223,10376,Ophthalmology,66821
431362,26511,Unknown,93505
554665,33992,Pulmonary Disease,94664
169226,10376,Ophthalmology,67210
300299,18554,Pathology,88172
300300,18554,Pathology,88173
554666,33992,Pulmonary Disease,94726
431374,26512,Cardiology,80076
38159,2332,Unknown,G0328
169231,10376,Ophthalmology,92020
431376,26512,Cardiology,82306
431378,26512,Cardiology,83721
169235,10376,Ophthalmology,92136
169236,10376,Ophthalmology,92235
300307,18554,Pathology,88311
300308,18554,Pathology,88312
300309,18554,Pathology,88313
300311,18554,Pathology,88360
300312,18554,Pathology,88363
300313,18555,Psychiatry,90792
431379,26512,Cardiology,83735
431380,26512,Cardiology,84153
562456,34451,Nephrology,90935
562458,34451,Nephrology,90960
562459,34451,Nephrology,90961
554671,33992,Pulmonary Disease,95811
300327,18555,Psychiatry,J1631
300329,18556,Cardiology,33225
431405,26512,Cardiology,99354
431407,26512,Cardiology,A9505
38193,2334,Diagnostic Radiology,74230
300338,18556,Cardiology,93229
431410,26512,Cardiology,J1245
431413,26513,Unknown,11401
562487,34455,Nephrology,90935
169272,10378,Unknown,77001
431416,26513,Unknown,11642
431417,26513,Unknown,12031
562488,34455,Nephrology,90962
169276,10379,Unknown,90834
38205,2334,Diagnostic Radiology,78582
300350,18556,Cardiology,93620
300351,18556,Cardiology,93623
169280,10380,Unknown,93229
300353,18556,Cardiology,93660
431421,26513,Unknown,17280
169283,10380,Unknown,93286
431422,26513,Unknown,17281
562502,34457,Pathology,85060
562504,34457,Pathology,88173
38219,2335,Dermatology,96567
431436,26513,Unknown,G0121
431438,26514,Unknown,52234
431439,26514,Unknown,52332
38224,2335,Dermatology,J7308
300368,18556,Cardiology,J1245
562510,34457,Pathology,88311
562511,34457,Pathology,88312
562512,34457,Pathology,88313
562516,34457,Pathology,88360
562518,34457,Pathology,G0462
562520,34458,Unknown,93451
38233,2336,Internal Medicine,82270
169313,10383,Unknown,93451
169314,10383,Unknown,93505
562529,34459,Gastroenterology,43246
372324,22909,Cardiology,93610
431465,26515,Diagnostic Radiology,73060
431467,26515,Diagnostic Radiology,73090
38252,2336,Internal Medicine,J1885
38253,2336,Internal Medicine,J1940
300399,18558,General Surgery,36561
300401,18558,General Surgery,43775
169331,10385,Unknown,38221
169332,10385,Unknown,38221
300403,18558,General Surgery,47562
300404,18558,General Surgery,47563
300405,18558,General Surgery,49505
562547,34460,Cardiology,83880
169337,10385,Unknown,80076
300409,18558,General Surgery,74300
38267,2338,Unknown,36475
169339,10385,Unknown,82306
169340,10385,Unknown,82378
169341,10385,Unknown,82607
169342,10385,Unknown,82728
169343,10385,Unknown,82746
169344,10385,Unknown,83615
169345,10385,Unknown,83735
169346,10385,Unknown,84153
169348,10385,Unknown,84550
431489,26515,Diagnostic Radiology,78582
38278,2340,Orthopedic Surgery,20605
431495,26516,Cardiology,36410
38280,2340,Orthopedic Surgery,29823
38281,2340,Orthopedic Surgery,29824
169352,10385,Unknown,86300
38283,2340,Orthopedic Surgery,29827
38284,2340,Orthopedic Surgery,29880
169354,10385,Unknown,96523
300427,18558,General Surgery,G0121
38287,2340,Orthopedic Surgery,73140
38291,2340,Orthopedic Surgery,73565
562580,34460,Cardiology,99496
38296,2340,Orthopedic Surgery,97110
38297,2340,Orthopedic Surgery,97140
38298,2340,Orthopedic Surgery,97535
169370,10385,Unknown,G0328
169371,10385,Unknown,G0364
169372,10385,Unknown,G0364
300442,18560,Unknown,36410
169375,10386,Ophthalmology,92020
38304,2340,Orthopedic Surgery,G0289
300445,18560,Unknown,76000
38306,2340,Orthopedic Surgery,J7325
300450,18560,Unknown,92920
372335,22909,Cardiology,Q2036
431522,26518,Orthopedic Surgery,23472
431523,26518,Orthopedic Surgery,29824
431525,26518,Orthopedic Surgery,73000
562591,34461,Unknown,88189
562598,34461,Unknown,88311
38314,2342,Internal Medicine,36522
562599,34461,Unknown,88312
562600,34461,Unknown,88313
169389,10387,Orthopedic Surgery,97110
562604,34461,Unknown,88360
562605,34461,Unknown,88360
431536,26519,Cardiology,76376
562606,34461,Unknown,88363
562607,34461,Unknown,89060
169395,10387,Orthopedic Surgery,J7323
562609,34461,Unknown,G0462
562616,34462,Cardiology,80076
300473,18560,Unknown,93503
562617,34462,Cardiology,82248
562618,34462,Cardiology,82306
562620,34462,Cardiology,83735
169409,10389,Unknown,93613
300490,18560,Unknown,A9505
300494,18560,Unknown,J1250
554706,33996,Cardiology,75574
300498,18561,Unknown,88141
300499,18561,Unknown,88173
431570,26519,Cardiology,G0436
300503,18561,Unknown,88321
300505,18561,Unknown,88360
38362,2347,Family Practice,83518
300507,18561,Unknown,G0462
169436,10392,Unknown,77014
562652,34462,Cardiology,J1245
562653,34462,Cardiology,Q2035
38367,2347,Family Practice,90703
169439,10392,Unknown,77280
169440,10392,Unknown,77280
38370,2347,Family Practice,94664
169441,10392,Unknown,77290
169442,10392,Unknown,77290
169445,10392,Unknown,77300
169446,10392,Unknown,77300
169447,10392,Unknown,77334
169448,10392,Unknown,77334
38377,2347,Family Practice,J0696
169449,10392,Unknown,77336
169450,10392,Unknown,77413
169451,10392,Unknown,77414
38381,2349,Unknown,10060
169452,10392,Unknown,77417
169453,10392,Unknown,77418
38384,2349,Unknown,11311
169456,10392,Unknown,77427
38386,2349,Unknown,11642
169457,10392,Unknown,77427
38388,2349,Unknown,12031
38389,2349,Unknown,12032
38390,2349,Unknown,12052
431598,26522,Unknown,84270
431599,26522,Unknown,84403
431601,26522,Unknown,87086
38394,2349,Unknown,95044
431602,26522,Unknown,87088
431603,26522,Unknown,87186
431611,26522,Unknown,J3315
562677,34465,Internal Medicine,94200
562678,34465,Internal Medicine,94640
562679,34465,Internal Medicine,95921
38403,2350,Unknown,92548
169476,10394,Unknown,47562
562693,34465,Internal Medicine,99407
431622,26523,Internal Medicine,82465
431626,26523,Internal Medicine,86618
431627,26523,Internal Medicine,87086
562699,34465,Internal Medicine,Q2036
38420,2350,Unknown,93979
169498,10396,Unknown,75574
38432,2350,Unknown,99496
300576,18567,Orthopedic Surgery,20526
300577,18567,Orthopedic Surgery,20550
300580,18567,Orthopedic Surgery,20605
300581,18567,Orthopedic Surgery,25000
300582,18567,Orthopedic Surgery,25447
300583,18567,Orthopedic Surgery,26055
300584,18567,Orthopedic Surgery,26123
300585,18567,Orthopedic Surgery,26125
300586,18567,Orthopedic Surgery,26160
300587,18567,Orthopedic Surgery,26236
169516,10398,Unknown,95943
300588,18567,Orthopedic Surgery,26480
300589,18567,Orthopedic Surgery,64718
300590,18567,Orthopedic Surgery,64721
431664,26526,Unknown,57150
562730,34466,Cardiology,93701
300596,18567,Orthopedic Surgery,73140
431672,26527,Unknown,69641
38457,2352,Neurosurgery,90935
38458,2352,Neurosurgery,90960
38459,2352,Neurosurgery,90961
431673,26527,Unknown,69714
431674,26527,Unknown,69930
562751,34466,Cardiology,J0461
562752,34466,Cardiology,J1250
300610,18569,Cardiology,33225
562756,34467,Dermatology,11200
562758,34467,Dermatology,12032
562764,34467,Dermatology,96567
562772,34467,Dermatology,J7308
562774,34468,Unknown,27130
562778,34468,Unknown,73520
431708,26528,Cardiology,A9505
431709,26528,Cardiology,J0151
300638,18569,Cardiology,93613
562781,34468,Unknown,73565
300640,18569,Cardiology,93642
38497,2355,Unknown,22310
38498,2355,Unknown,22610
38499,2355,Unknown,22612
38500,2355,Unknown,22614
38501,2355,Unknown,22842
38502,2355,Unknown,22851
169571,10401,Cardiology,83880
38504,2355,Unknown,61154
169582,10401,Cardiology,93292
300662,18571,Cardiology,82306
300664,18571,Cardiology,83721
300665,18571,Cardiology,83735
169600,10401,Cardiology,A9505
562817,34470,Emergency Medicine,11042
562818,34470,Emergency Medicine,15271
562819,34470,Emergency Medicine,17250
562820,34470,Emergency Medicine,29580
38537,2359,Family Practice,97002
38538,2359,Family Practice,97110
38539,2359,Family Practice,97112
38540,2359,Family Practice,97140
38541,2359,Family Practice,97530
300686,18572,General Surgery,11981
300687,18572,General Surgery,46600
300688,18572,General Surgery,49505
562827,34471,Unknown,65855
562828,34471,Unknown,66821
38547,2359,Family Practice,G0328
562831,34471,Unknown,76519
562836,34471,Unknown,92020
562840,34471,Unknown,92136
562841,34471,Unknown,92225
38557,2360,Family Practice,99354
431774,26537,Unknown,00320
38560,2360,Family Practice,G0447
38561,2361,Otolaryngology,30901
38562,2361,Otolaryngology,31231
38563,2361,Otolaryngology,31575
38564,2361,Otolaryngology,60500
431776,26537,Unknown,01480
38566,2361,Otolaryngology,92557
38567,2361,Otolaryngology,92567
431777,26537,Unknown,01810
431778,26537,Unknown,01830
431779,26537,Unknown,64415
431780,26537,Unknown,64445
562856,34473,Unknown,96360
562857,34473,Unknown,96361
431790,26539,Internal Medicine,94660
431791,26539,Internal Medicine,94726
431792,26539,Internal Medicine,94726
562860,34473,Unknown,96367
38578,2362,Anesthesiology,01844
431795,26539,Internal Medicine,94760
38580,2362,Anesthesiology,64415
300724,18574,Diagnostic Radiology,74230
431796,26539,Internal Medicine,95805
431797,26539,Internal Medicine,95805
169656,10404,Psychiatry,90792
431800,26539,Internal Medicine,95811
431801,26539,Internal Medicine,95811
431802,26539,Internal Medicine,95831
486074,29819,Cardiology,93979
562869,34473,Unknown,96523
38590,2363,Internal Medicine,80076
300734,18574,Diagnostic Radiology,78306
38592,2363,Internal Medicine,82465
38593,2363,Internal Medicine,82550
38594,2363,Internal Medicine,82607
38595,2363,Internal Medicine,82728
300736,18574,Diagnostic Radiology,78582
38597,2363,Internal Medicine,83518
300737,18574,Diagnostic Radiology,78815
38599,2363,Internal Medicine,83550
38600,2363,Internal Medicine,83735
38601,2363,Internal Medicine,84153
169673,10408,Emergency Medicine,87880
431810,26539,Internal Medicine,99496
38604,2363,Internal Medicine,84550
169676,10408,Emergency Medicine,94640
300749,18576,Otolaryngology,31231
300750,18576,Otolaryngology,31575
38608,2363,Internal Medicine,85652
300751,18576,Otolaryngology,31579
300752,18576,Otolaryngology,69200
169683,10408,Emergency Medicine,J0696
169684,10408,Emergency Medicine,J2930
169685,10408,Emergency Medicine,J7040
169686,10408,Emergency Medicine,J7613
169687,10408,Emergency Medicine,J7644
300754,18576,Otolaryngology,92504
300759,18576,Otolaryngology,G0268
431832,26540,Unknown,G0402
169693,10410,Ophthalmology,65855
169695,10410,Ophthalmology,67915
169696,10410,Ophthalmology,68761
38625,2363,Internal Medicine,G0103
38626,2363,Internal Medicine,G0328
38627,2363,Internal Medicine,G0402
169697,10410,Ophthalmology,68810
169699,10410,Ophthalmology,76516
38630,2363,Internal Medicine,J0696
169700,10410,Ophthalmology,83861
169704,10410,Ophthalmology,92020
300768,18577,Cardiology,93303
169706,10410,Ophthalmology,92100
169719,10411,Internal Medicine,Q2036
300792,18578,Internal Medicine,Q2036
300800,18580,Emergency Medicine,12001
300806,18581,Urology,50590
300807,18581,Urology,51701
300808,18581,Urology,51702
300809,18581,Urology,51703
300811,18581,Urology,51741
300812,18581,Urology,51784
300813,18581,Urology,51797
300818,18581,Urology,52310
300819,18581,Urology,52320
300820,18581,Urology,52332
300821,18581,Urology,52352
300822,18581,Urology,52353
300823,18581,Urology,52648
300824,18581,Urology,55700
431890,26544,Family Practice,99496
300826,18581,Urology,76872
431894,26544,Family Practice,G0328
431895,26544,Family Practice,G0436
38686,2366,Cardiology,A9555
169759,10415,Unknown,82962
169760,10416,Unknown,38571
300830,18581,Urology,96402
169762,10416,Unknown,52234
169763,10416,Unknown,52310
169764,10416,Unknown,52332
169765,10416,Unknown,55700
169766,10416,Unknown,55866
169767,10416,Unknown,76872
300837,18581,Urology,99236
300838,18581,Urology,J0696
300839,18581,Urology,J9217
431913,26547,Anesthesiology,00400
562988,34479,Diagnostic Radiology,73060
562992,34479,Diagnostic Radiology,73140
554776,34000,Internal Medicine,27096
554777,34000,Internal Medicine,36410
300859,18583,Endocrinology,95250
300860,18583,Endocrinology,95251
563012,34479,Diagnostic Radiology,74230
563015,34479,Diagnostic Radiology,76377
585072,35847,Unknown,80076
431950,26549,Cardiology,A9555
563022,34479,Diagnostic Radiology,78306
563024,34479,Diagnostic Radiology,78582
431955,26551,Anesthesiology,01810
431956,26551,Anesthesiology,01830
38747,2373,Internal Medicine,99318
300903,18586,Radiation Oncology,77014
300904,18586,Radiation Oncology,77280
300905,18586,Radiation Oncology,77300
300906,18586,Radiation Oncology,77334
300907,18586,Radiation Oncology,77336
300908,18586,Radiation Oncology,77427
169838,10420,Internal Medicine,82607
169839,10420,Internal Medicine,82728
38768,2375,Unknown,75574
169842,10420,Internal Medicine,83735
169843,10420,Internal Medicine,83970
431988,26554,Cardiology,92937
169846,10420,Internal Medicine,84550
169849,10420,Internal Medicine,85652
300923,18587,Orthopedic Surgery,J7321
300928,18589,Anesthesiology,31500
300930,18590,Cardiology,36410
169861,10420,Internal Medicine,G0103
580846,35575,Cardiology,G0399
300944,18590,Cardiology,J0151
169875,10425,Unknown,95004
432019,26555,Neurology,95887
432020,26555,Neurology,95908
432021,26555,Neurology,95909
432022,26555,Neurology,95910
432023,26555,Neurology,95911
563096,34482,Family Practice,G0434
563097,34483,Unknown,50325
563098,34483,Unknown,50360
563099,34483,Unknown,77001
563102,34484,Orthopedic Surgery,29824
38816,2378,Neurology,95816
563104,34484,Orthopedic Surgery,29827
563105,34484,Orthopedic Surgery,29828
169904,10426,Cardiology,J1245
300976,18593,Internal Medicine,11721
38834,2380,Cardiology,33967
169906,10426,Cardiology,J7042
38836,2380,Cardiology,92920
300979,18593,Internal Medicine,82270
432050,26557,Pathology,88173
432056,26557,Pathology,88311
300985,18593,Internal Medicine,94664
169914,10427,Gastroenterology,82962
432057,26557,Pathology,88312
432058,26557,Pathology,88313
554803,34000,Internal Medicine,J2405
554804,34000,Internal Medicine,J2930
432063,26557,Pathology,G0462
300995,18593,Internal Medicine,G0181
300996,18593,Internal Medicine,G0396
563143,34485,Cardiology,J1250
